ensembleDescription,k,dataset,errorRate
Decission Tree-Perceptron-Multi-layer Perceptron-Quadratic Discriminant-Random Forest (10 estimators),5,Digits,0.04450962135319677
Decission Tree-Perceptron-Multi-layer Perceptron-Quadratic Discriminant-Gradient Boosting,5,Digits,0.04005896958410925
Decission Tree-Perceptron-Multi-layer Perceptron-BernoulliNB-MultinomialNB,5,Digits,0.06344506517690875
Decission Tree-Perceptron-Multi-layer Perceptron-BernoulliNB-Nearest Neighbors,5,Digits,0.04006828057107387
Decission Tree-Perceptron-Multi-layer Perceptron-BernoulliNB-Extra Trees,5,Digits,0.045068280571073864
Decission Tree-Perceptron-Multi-layer Perceptron-BernoulliNB-Random Forest (10 estimators),5,Digits,0.05342333954065796
Decission Tree-Perceptron-Multi-layer Perceptron-BernoulliNB-Gradient Boosting,5,Digits,0.05009000620732464
Decission Tree-Perceptron-Multi-layer Perceptron-MultinomialNB-Nearest Neighbors,5,Digits,0.040626939788950954
Decission Tree-Perceptron-Multi-layer Perceptron-MultinomialNB-Extra Trees,5,Digits,0.0439602731222843
Decission Tree-Perceptron-Multi-layer Perceptron-MultinomialNB-Random Forest (10 estimators),5,Digits,0.050083798882681566
Decission Tree-Perceptron-Multi-layer Perceptron-MultinomialNB-Gradient Boosting,5,Digits,0.04730912476722533
Decission Tree-Perceptron-Multi-layer Perceptron-Nearest Neighbors-Extra Trees,5,Digits,0.035043451272501545
Decission Tree-Perceptron-Multi-layer Perceptron-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.03616387337057728
Decission Tree-Perceptron-Multi-layer Perceptron-Nearest Neighbors-Gradient Boosting,5,Digits,0.03560211049037864
Decission Tree-Perceptron-Multi-layer Perceptron-Extra Trees-Random Forest (10 estimators),5,Digits,0.03672253258845438
Decission Tree-Perceptron-Multi-layer Perceptron-Extra Trees-Gradient Boosting,5,Digits,0.03950031036623216
Decission Tree-Perceptron-Multi-layer Perceptron-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.04563314711359404
Decission Tree-Perceptron-Linear Discriminant-Quadratic Discriminant-BernoulliNB,5,Digits,0.06624146492861577
Decission Tree-Perceptron-Linear Discriminant-Quadratic Discriminant-MultinomialNB,5,Digits,0.06234947237740533
Decission Tree-Perceptron-Linear Discriminant-Quadratic Discriminant-Nearest Neighbors,5,Digits,0.040630043451272496
Decission Tree-Perceptron-Linear Discriminant-Quadratic Discriminant-Extra Trees,5,Digits,0.0428584729981378
Decission Tree-Perceptron-Linear Discriminant-Quadratic Discriminant-Random Forest (10 estimators),5,Digits,0.05120732464307883
Decission Tree-Perceptron-Linear Discriminant-Quadratic Discriminant-Gradient Boosting,5,Digits,0.049537554314090626
Decission Tree-Perceptron-Linear Discriminant-BernoulliNB-MultinomialNB,5,Digits,0.08403476101800125
Decission Tree-Perceptron-Linear Discriminant-BernoulliNB-Nearest Neighbors,5,Digits,0.04899130974549969
Decission Tree-Perceptron-Linear Discriminant-BernoulliNB-Extra Trees,5,Digits,0.05566108007448789
Decission Tree-Perceptron-Linear Discriminant-BernoulliNB-Random Forest (10 estimators),5,Digits,0.06623836126629423
Decission Tree-Perceptron-Linear Discriminant-BernoulliNB-Gradient Boosting,5,Digits,0.06346058348851644
Decission Tree-Perceptron-Linear Discriminant-MultinomialNB-Nearest Neighbors,5,Digits,0.04788330229671012
Decission Tree-Perceptron-Linear Discriminant-MultinomialNB-Extra Trees,5,Digits,0.05232464307883302
Decission Tree-Perceptron-Linear Discriminant-MultinomialNB-Random Forest (10 estimators),5,Digits,0.06067659838609559
Decission Tree-Perceptron-Linear Discriminant-MultinomialNB-Gradient Boosting,5,Digits,0.06067970204841714
Decission Tree-Perceptron-Linear Discriminant-Nearest Neighbors-Extra Trees,5,Digits,0.036166977032898825
Decission Tree-Perceptron-Linear Discriminant-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.0434171322160149
Decission Tree-Perceptron-Linear Discriminant-Nearest Neighbors-Gradient Boosting,5,Digits,0.040620732464307883
Decission Tree-Perceptron-Linear Discriminant-Extra Trees-Random Forest (10 estimators),5,Digits,0.04786778398510242
Decission Tree-Perceptron-Linear Discriminant-Extra Trees-Gradient Boosting,5,Digits,0.042849162011173184
Decission Tree-Perceptron-Linear Discriminant-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.053445065176908745
Decission Tree-Perceptron-Quadratic Discriminant-BernoulliNB-MultinomialNB,5,Digits,0.07679702048417132
Decission Tree-Perceptron-Quadratic Discriminant-BernoulliNB-Nearest Neighbors,5,Digits,0.0472998137802607
Decission Tree-Perceptron-Quadratic Discriminant-BernoulliNB-Extra Trees,5,Digits,0.05287088764742396
Decission Tree-Perceptron-Quadratic Discriminant-BernoulliNB-Random Forest (10 estimators),5,Digits,0.06346058348851644
Decission Tree-Perceptron-Quadratic Discriminant-BernoulliNB-Gradient Boosting,5,Digits,0.05844506517690875
Decission Tree-Perceptron-Quadratic Discriminant-MultinomialNB-Nearest Neighbors,5,Digits,0.046741154562383605
Decission Tree-Perceptron-Quadratic Discriminant-MultinomialNB-Extra Trees,5,Digits,0.0500869025450031
Decission Tree-Perceptron-Quadratic Discriminant-MultinomialNB-Random Forest (10 estimators),5,Digits,0.05901303538175047
Decission Tree-Perceptron-Quadratic Discriminant-MultinomialNB-Gradient Boosting,5,Digits,0.05288330229671012
Decission Tree-Perceptron-Quadratic Discriminant-Nearest Neighbors-Extra Trees,5,Digits,0.032824332712600865
Decission Tree-Perceptron-Quadratic Discriminant-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.03783674736188703
Decission Tree-Perceptron-Quadratic Discriminant-Nearest Neighbors-Gradient Boosting,5,Digits,0.03784295468653011
Decission Tree-Perceptron-Quadratic Discriminant-Extra Trees-Random Forest (10 estimators),5,Digits,0.03950962135319677
Decission Tree-Perceptron-Quadratic Discriminant-Extra Trees-Gradient Boosting,5,Digits,0.03839540657976412
Decission Tree-Perceptron-Quadratic Discriminant-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.05009621353196773
Decission Tree-Perceptron-BernoulliNB-MultinomialNB-Nearest Neighbors,5,Digits,0.059553072625698325
Decission Tree-Perceptron-BernoulliNB-MultinomialNB-Extra Trees,5,Digits,0.062333954065797635
Decission Tree-Perceptron-BernoulliNB-MultinomialNB-Random Forest (10 estimators),5,Digits,0.07180012414649287
Decission Tree-Perceptron-BernoulliNB-MultinomialNB-Gradient Boosting,5,Digits,0.07347920546244568
Decission Tree-Perceptron-BernoulliNB-Nearest Neighbors-Extra Trees,5,Digits,0.03839230291744258
Decission Tree-Perceptron-BernoulliNB-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.04786778398510242
Decission Tree-Perceptron-BernoulliNB-Nearest Neighbors-Gradient Boosting,5,Digits,0.04453134698944754
Decission Tree-Perceptron-BernoulliNB-Extra Trees-Random Forest (10 estimators),5,Digits,0.05120422098075729
Decission Tree-Perceptron-BernoulliNB-Extra Trees-Gradient Boosting,5,Digits,0.04842333954065797
Decission Tree-Perceptron-BernoulliNB-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.06402234636871508
Decission Tree-Perceptron-MultinomialNB-Nearest Neighbors-Extra Trees,5,Digits,0.03617628801986344
Decission Tree-Perceptron-MultinomialNB-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.044528243327126
Decission Tree-Perceptron-MultinomialNB-Nearest Neighbors-Gradient Boosting,5,Digits,0.04175356921166977
Decission Tree-Perceptron-MultinomialNB-Extra Trees-Random Forest (10 estimators),5,Digits,0.04730912476722532
Decission Tree-Perceptron-MultinomialNB-Extra Trees-Gradient Boosting,5,Digits,0.04563935443823712
Decission Tree-Perceptron-MultinomialNB-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.06068590937306021
Decission Tree-Perceptron-Nearest Neighbors-Extra Trees-Random Forest (10 estimators),5,Digits,0.028373680943513342
Decission Tree-Perceptron-Nearest Neighbors-Extra Trees-Gradient Boosting,5,Digits,0.03505276225946617
Decission Tree-Perceptron-Nearest Neighbors-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.037290502793296085
Decission Tree-Perceptron-Extra Trees-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.04396958410924891
Decission Tree-Ridge-SGD-Multi-layer Perceptron-Linear Discriminant,5,Digits,0.05733705772811918
Decission Tree-Ridge-SGD-Multi-layer Perceptron-Quadratic Discriminant,5,Digits,0.04731843575418994
Decission Tree-Ridge-SGD-Multi-layer Perceptron-BernoulliNB,5,Digits,0.055657976412166354
Decission Tree-Ridge-SGD-Multi-layer Perceptron-MultinomialNB,5,Digits,0.05176908752327747
Decission Tree-Ridge-SGD-Multi-layer Perceptron-Nearest Neighbors,5,Digits,0.03839851024208566
Decission Tree-Ridge-SGD-Multi-layer Perceptron-Extra Trees,5,Digits,0.03839851024208566
Decission Tree-Ridge-SGD-Multi-layer Perceptron-Random Forest (10 estimators),5,Digits,0.045633147113594036
Decission Tree-Ridge-SGD-Multi-layer Perceptron-Gradient Boosting,5,Digits,0.04230912476722532
Decission Tree-Ridge-SGD-Linear Discriminant-Quadratic Discriminant,5,Digits,0.0623463687150838
Decission Tree-Ridge-SGD-Linear Discriminant-BernoulliNB,5,Digits,0.0745747982619491
Decission Tree-Ridge-SGD-Linear Discriminant-MultinomialNB,5,Digits,0.07013656114214772
Decission Tree-Ridge-SGD-Linear Discriminant-Nearest Neighbors,5,Digits,0.05288640595903166
Decission Tree-Ridge-SGD-Linear Discriminant-Extra Trees,5,Digits,0.05566418373680944
Decission Tree-Ridge-SGD-Linear Discriminant-Random Forest (10 estimators),5,Digits,0.06234016139044072
Decission Tree-Ridge-SGD-Linear Discriminant-Gradient Boosting,5,Digits,0.06179081315952824
Decission Tree-Ridge-SGD-Quadratic Discriminant-BernoulliNB,5,Digits,0.06346058348851644
Decission Tree-Ridge-SGD-Quadratic Discriminant-MultinomialNB,5,Digits,0.059016139044072005
Decission Tree-Ridge-SGD-Quadratic Discriminant-Nearest Neighbors,5,Digits,0.040077591558038486
Decission Tree-Ridge-SGD-Quadratic Discriminant-Extra Trees,5,Digits,0.04397268777157045
Decission Tree-Ridge-SGD-Quadratic Discriminant-Random Forest (10 estimators),5,Digits,0.05176908752327747
Decission Tree-Ridge-SGD-Quadratic Discriminant-Gradient Boosting,5,Digits,0.05066728739913097
Decission Tree-Ridge-SGD-BernoulliNB-MultinomialNB,5,Digits,0.07847920546244569
Decission Tree-Ridge-SGD-BernoulliNB-Nearest Neighbors,5,Digits,0.05121973929236499
Decission Tree-Ridge-SGD-BernoulliNB-Extra Trees,5,Digits,0.0540006207324643
Decission Tree-Ridge-SGD-BernoulliNB-Random Forest (10 estimators),5,Digits,0.06513345747982618
Decission Tree-Ridge-SGD-BernoulliNB-Gradient Boosting,5,Digits,0.06180322780881441
Decission Tree-Ridge-SGD-MultinomialNB-Nearest Neighbors,5,Digits,0.04843885785226567
Decission Tree-Ridge-SGD-MultinomialNB-Extra Trees,5,Digits,0.04899130974549969
Decission Tree-Ridge-SGD-MultinomialNB-Random Forest (10 estimators),5,Digits,0.059006828057107386
Decission Tree-Ridge-SGD-MultinomialNB-Gradient Boosting,5,Digits,0.05512414649286157
Decission Tree-Ridge-SGD-Nearest Neighbors-Extra Trees,5,Digits,0.03506517690875233
Decission Tree-Ridge-SGD-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.04175046554934823
Decission Tree-Ridge-SGD-Nearest Neighbors-Gradient Boosting,5,Digits,0.03952513966480446
Decission Tree-Ridge-SGD-Extra Trees-Random Forest (10 estimators),5,Digits,0.045642458100558655
Decission Tree-Ridge-SGD-Extra Trees-Gradient Boosting,5,Digits,0.041747361887026685
Decission Tree-Ridge-SGD-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.05066728739913098
Decission Tree-Ridge-Multi-layer Perceptron-Linear Discriminant-Quadratic Discriminant,5,Digits,0.052321539416511485
Decission Tree-Ridge-Multi-layer Perceptron-Linear Discriminant-BernoulliNB,5,Digits,0.06845127250155182
Decission Tree-Ridge-Multi-layer Perceptron-Linear Discriminant-MultinomialNB,5,Digits,0.06344506517690876
Decission Tree-Ridge-Multi-layer Perceptron-Linear Discriminant-Nearest Neighbors,5,Digits,0.04174115456238361
Decission Tree-Ridge-Multi-layer Perceptron-Linear Discriminant-Extra Trees,5,Digits,0.04508069522036002
Decission Tree-Ridge-Multi-layer Perceptron-Linear Discriminant-Random Forest (10 estimators),5,Digits,0.05120111731843574
Decission Tree-Ridge-Multi-layer Perceptron-Linear Discriminant-Gradient Boosting,5,Digits,0.051207324643078825
Decission Tree-Ridge-Multi-layer Perceptron-Quadratic Discriminant-BernoulliNB,5,Digits,0.05677219118559901
Decission Tree-Ridge-Multi-layer Perceptron-Quadratic Discriminant-MultinomialNB,5,Digits,0.05510862818125387
Decission Tree-Ridge-Multi-layer Perceptron-Quadratic Discriminant-Nearest Neighbors,5,Digits,0.03616697703289882
Decission Tree-Ridge-Multi-layer Perceptron-Quadratic Discriminant-Extra Trees,5,Digits,0.040065176908752324
Decission Tree-Ridge-Multi-layer Perceptron-Quadratic Discriminant-Random Forest (10 estimators),5,Digits,0.04563935443823711
Decission Tree-Ridge-Multi-layer Perceptron-Quadratic Discriminant-Gradient Boosting,5,Digits,0.04452513966480447
Decission Tree-Ridge-Multi-layer Perceptron-BernoulliNB-MultinomialNB,5,Digits,0.06900682805710738
Decission Tree-Ridge-Multi-layer Perceptron-BernoulliNB-Nearest Neighbors,5,Digits,0.04396337678460583
Decission Tree-Ridge-Multi-layer Perceptron-BernoulliNB-Extra Trees,5,Digits,0.04562693978895096
Decission Tree-Ridge-Multi-layer Perceptron-BernoulliNB-Random Forest (10 estimators),5,Digits,0.0551024208566108
Decission Tree-Ridge-Multi-layer Perceptron-BernoulliNB-Gradient Boosting,5,Digits,0.051201117318435754
Decission Tree-Ridge-Multi-layer Perceptron-MultinomialNB-Nearest Neighbors,5,Digits,0.0422998137802607
Decission Tree-Ridge-Multi-layer Perceptron-MultinomialNB-Extra Trees,5,Digits,0.04508069522036002
Decission Tree-Ridge-Multi-layer Perceptron-MultinomialNB-Random Forest (10 estimators),5,Digits,0.05231843575418994
Decission Tree-Ridge-Multi-layer Perceptron-MultinomialNB-Gradient Boosting,5,Digits,0.04786778398510242
Decission Tree-Ridge-Multi-layer Perceptron-Nearest Neighbors-Extra Trees,5,Digits,0.033379888268156424
Decission Tree-Ridge-Multi-layer Perceptron-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.0339447548106766
Decission Tree-Ridge-Multi-layer Perceptron-Nearest Neighbors-Gradient Boosting,5,Digits,0.03505586592178771
Decission Tree-Ridge-Multi-layer Perceptron-Extra Trees-Random Forest (10 estimators),5,Digits,0.037284295468653014
Decission Tree-Ridge-Multi-layer Perceptron-Extra Trees-Gradient Boosting,5,Digits,0.037284295468653014
Decission Tree-Ridge-Multi-layer Perceptron-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.04397268777157045
Decission Tree-Ridge-Linear Discriminant-Quadratic Discriminant-BernoulliNB,5,Digits,0.0757014276846679
Decission Tree-Ridge-Linear Discriminant-Quadratic Discriminant-MultinomialNB,5,Digits,0.06846368715083799
Decission Tree-Ridge-Linear Discriminant-Quadratic Discriminant-Nearest Neighbors,5,Digits,0.045642458100558655
Decission Tree-Ridge-Linear Discriminant-Quadratic Discriminant-Extra Trees,5,Digits,0.05120422098075729
Decission Tree-Ridge-Linear Discriminant-Quadratic Discriminant-Random Forest (10 estimators),5,Digits,0.05899751707014278
Decission Tree-Ridge-Linear Discriminant-Quadratic Discriminant-Gradient Boosting,5,Digits,0.05566418373680944
Decission Tree-Ridge-Linear Discriminant-BernoulliNB-MultinomialNB,5,Digits,0.08737740533829919
Decission Tree-Ridge-Linear Discriminant-BernoulliNB-Nearest Neighbors,5,Digits,0.0628988206083178
Decission Tree-Ridge-Linear Discriminant-BernoulliNB-Extra Trees,5,Digits,0.07012104283054003
Decission Tree-Ridge-Linear Discriminant-BernoulliNB-Random Forest (10 estimators),5,Digits,0.07401924270639354
Decission Tree-Ridge-Linear Discriminant-BernoulliNB-Gradient Boosting,5,Digits,0.07347299813780259
Decission Tree-Ridge-Linear Discriminant-MultinomialNB-Nearest Neighbors,5,Digits,0.05677529484792056
Decission Tree-Ridge-Linear Discriminant-MultinomialNB-Extra Trees,5,Digits,0.062333954065797635
Decission Tree-Ridge-Linear Discriminant-MultinomialNB-Random Forest (10 estimators),5,Digits,0.06901613904407201
Decission Tree-Ridge-Linear Discriminant-MultinomialNB-Gradient Boosting,5,Digits,0.06790502793296088
Decission Tree-Ridge-Linear Discriminant-Nearest Neighbors-Extra Trees,5,Digits,0.04006828057107387
Decission Tree-Ridge-Linear Discriminant-Nearest Neighbors-Random Forest (10 estimators),5,Digits,0.04731222842954686
Decission Tree-Ridge-Linear Discriminant-Nearest Neighbors-Gradient Boosting,5,Digits,0.045080695220360026
Decission Tree-Ridge-Linear Discriminant-Extra Trees-Random Forest (10 estimators),5,Digits,0.05231533209186841
Decission Tree-Ridge-Linear Discriminant-Extra Trees-Gradient Boosting,5,Digits,0.04842023587833643
Decission Tree-Ridge-Linear Discriminant-Random Forest (10 estimators)-Gradient Boosting,5,Digits,0.05845127250155182
Decission Tree-Ridge-Quadratic Discriminant-BernoulliNB-MultinomialNB,5,Digits,0.08403476101800125
Decission Tree-Ridge-Quadratic Discriminant-BernoulliNB-Nearest Neighbors,5,Digits,0.05231843575418994
Decission Tree-Ridge-Quadratic Discriminant-BernoulliNB-Extra Trees,5,Digits,0.05788019863438857
Decission Tree-Ridge-Quadratic Discriminant-BernoulliNB-Random Forest (10 estimators),5,Digits,0.06624146492861575
Decission Tree-Ridge-Quadratic Discriminant-BernoulliNB-Gradient Boosting,5,Digits,0.06067659838609559
Decission Tree-Ridge-Quadratic Discriminant-MultinomialNB-Nearest Neighbors,5,Digits,0.0506610800744879
Decission Tree-Ridge-Quadratic Discriminant-MultinomialNB-Extra Trees,5,Digits,0.056216635630043456
Decission Tree-Ridge-Quadratic Discriminant-MultinomialNB-Random Forest (10 estimators),5,Digits,0.06290502793296089
Decission Tree-Ridge-Quadratic Discriminant-MultinomialNB-Gradient Boosting,5,Digits,0.05678150217256363
Decission Tree-Ridge-Quadratic Discriminant-Nearest Neighbors-Extra Trees,5,Digits,0.0356145251396648
